scheme_code,isin_growth,isin_div_reinv,scheme_name,nav,date
119135,INF666M01451,,Groww Liquid Fund ( formerly known as Indiabulls Liquid )Fund - Direct Plan - Growth Option,2698.2695,2026-05-23
119136,,INF666M01469,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund) - Direct Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment),1002.258,2026-05-23
119137,INF666M01527,INF666M01477,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Direct Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1002.5663,2026-05-23
119138,INF666M01501,INF666M01485,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1003.7105,2026-05-23
119139,INF666M01519,INF666M01493,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1032.5333,2026-05-23
119164,INF959L01GF1,,Navi Liquid Fund-Direct Plan-Growth Option,30.0891,2026-05-23
119303,INF582M01674,,Union Liquid Fund - Direct Plan - Growth Option,2684.8988,2026-05-23
119369,INF761K01785,,BANK OF INDIA Liquid Fund- Direct Plan- Growth,3205.1053,2026-05-23
120249,INF767K01DN1,,LIC MF Liquid Fund-Direct Plan-Growth,5052.3698,2026-05-23
120406,INF192K01CM6,,JM Liquid Fund (Direct) - Growth Option,75.9311,2026-05-23
138299,INF223J01NS5,,PGIM India Liquid Fund - Direct Plan - Growth,363.1324,2026-05-23
139538,INF174V01044,,Mahindra Manulife Liquid Fund - Direct Plan -Growth,1812.5748,2026-05-23
140194,INF754K01GY9,,Edelweiss Liquid Fund - Direct Plan - Bonus Option,2093.1291,2026-05-23
140196,INF754K01GM4,,Edelweiss Liquid Fund - Direct Plan - Growth Option,3597.795,2026-05-23
143269,INF879O01068,,Parag Parikh Liquid Fund- Direct Plan- Growth,1539.1243,2026-05-23
147003,INF582M01FA2,,Union Overnight Fund - Direct Plan - Growth Option,1428.2922,2026-05-23
147450,INF666M01GL8,,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Growth Option,1397.7867,2026-05-23
147451,INF666M01GN4,INF666M01GO2,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1002.9014,2026-05-23
147452,INF666M01GP9,INF666M01GQ7,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1216.7142,2026-05-23
147453,INF666M01GR5,INF666M01GS3,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1003.9173,2026-05-23
147458,,INF666M01GM6,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment),1001.7711,2026-05-23
147515,INF767K01QI3,,LIC MF Overnight Fund-Direct Plan-Growth,1406.517,2026-05-23
147564,INF174V01838,,Mahindra Manulife Overnight Fund - Direct Plan -Growth,1404.3186,2026-05-23
147570,INF754K01JV9,,Edelweiss Overnight Fund - Direct Plan - Growth,1403.467,2026-05-23
147606,INF663L01T01,,PGIM India Overnight Fund - Direct Plan - Growth Option,1398.6975,2026-05-23
147837,INF192K01MB8,,JM Overnight Fund - (Direct) - Growth,1374.877,2026-05-23
147951,INF761K01EU7,,BANK OF INDIA Overnight Fund Direct Plan Growth,1380.2941,2026-05-23
148413,,,JM Liquid Fund - Unclaimed Brokerage I.E.F. (Direct) - Growth Plan,41.4437,2026-05-23
148414,,,JM Liquid Fund - Unclaimed Application Refund Amount I.E.F. (Direct) - Growth Plan,41.4437,2026-05-23
149826,INF192K01MK9,,JM Overnight Fund - (Direct) - Unclaimed Redemption I.E.F. - Growth Plan,1073.9936,2026-05-23
149829,INF192K01MI3,,JM Overnight Fund - (Direct) - Unclaimed Redemption - Growth Plan,1374.897,2026-05-23
150562,INF680P01323,,Shriram Overnight Fund -  Direct Growth,12.529,2026-05-23
153035,INF680P01430,,Shriram Liquid Fund - Direct Plan Growth Option,1099.2993,2026-05-23
153436,INF0R8F01075,,Zerodha Overnight Fund - Direct Plan - Growth Option,10.617,2026-05-23
153570,INF1MIY01056,,Unifi Liquid Fund- Direct Growth,1058.1013,2026-05-23
