scheme_code,isin_growth,isin_div_reinv,scheme_name,nav,date
119550,INF209K01YN0,,Aditya Birla Sun Life Banking & PSU Debt Fund- Direct Plan-Growth,394.1966,2026-05-18
120438,INF846K01CR6,,Axis Banking & PSU Debt Fund - Direct Plan - Growth Option,2824.2292,2026-05-18
152162,INF0QA701607,,Bajaj Finserv Banking and PSU Fund-Direct Plan- Growth,11.9043,2026-05-18
121279,INF194K015G8,,Bandhan Banking and PSU Fund - Direct Growth,26.3517,2026-05-18
150505,INF760K01KC4,,Canara Robeco Banking and PSU Debt Fund- Direct Plan- Growth Option,12.5794,2026-05-18
124175,INF740K01ZW2,,DSP Banking & PSU Debt Fund - Direct Plan - Growth,25.586,2026-05-18
140286,INF843K01FC8,,Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option,26.4249,2026-05-18
129008,INF090I01KR8,,Franklin India Banking & PSU Debt Fund - Direct - Growth,24.6884,2026-05-18
128629,INF179KA1IZ7,,HDFC Banking and PSU Debt Fund - Growth Option - Direct Plan,24.7907,2026-05-18
151107,INF917K01HH5,,HSBC Banking and PSU Debt Fund - Direct Growth,26.5106,2026-05-18
120256,INF109K010A6,,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth,35.4885,2026-05-18
120444,INF205K01KT4,,Invesco India Banking and PSU Fund - Direct Plan -  Growth Option,2507.8066,2026-05-18
148534,INF00XX01861,,ITI Banking & PSU Debt Fund - Direct Plan - Growth Option,13.9267,2026-05-18
123693,INF174K01KH7,,Kotak Banking and PSU Debt Direct - Growth,70.8576,2026-05-18
123692,INF174K01KK1,INF174K01KL9,Kotak Banking and PSU Debt Direct - Monthly Payout of Income Distribution cum capital withdrawal option,10.2063,2026-05-18
120338,INF767K01GI4,,LIC MF Banking & PSU Fund-Direct Plan-Growth,38.9767,2026-05-18
148419,INF769K01FY9,,Mirae Asset Banking and PSU Fund - Direct Plan - Growth,13.6749,2026-05-18
134547,INF204KA1U53,,Nippon India Banking and PSU  Fund- Direct Plan-Growth Plan- Growth Option,22.2697,2026-05-18
134552,INF204KA1U61,,Nippon India Banking and PSU Fund- Direct Plan-Growth Plan- Bonus Option,22.2691,2026-05-18
125503,INF200K01V08,,SBI BANKING & PSU FUND - Direct Plan - Growth,3440.0617,2026-05-18
119625,INF903J01PA5,,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Growth,45.3119,2026-05-18
126940,INF789F015Z6,,UTI Banking & PSU Fund - Direct Plan - Growth Option,23.4117,2026-05-18
119533,INF209K01S38,,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,118.2386,2026-05-18
141588,INF846K01ZM8,,Axis Corporate Bond Fund - Direct Plan Growth,18.8439,2026-05-18
135916,INF194KA1M23,,BANDHAN Corporate Bond Fund - Direct Growth,20.609,2026-05-18
150237,INF251K01GP4,,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option,30.423,2026-05-18
126685,INF760K01HB2,,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION,24.099,2026-05-18
144646,INF740KA1KE8,,DSP Corporate Bond Fund - Direct - Growth,17.0583,2026-05-18
118569,INF090I01FW8,,Franklin India Corporate Debt Fund - Direct - GROWTH,113.458,2026-05-18
118987,INF179K01XD8,,HDFC Corporate Bond Fund - Growth Option - Direct Plan,34.2315,2026-05-18
150996,INF917K01HN3,,HSBC Corporate Bond Fund - Direct Growth,81.0073,2026-05-18
120692,INF109K016B1,,ICICI Prudential Corporate Bond Fund - Direct Plan - Growth,32.5961,2026-05-18
120497,INF205K01RF8,,Invesco India Corporate Bond Fund - Direct Plan - Growth,3522.1887,2026-05-18
133791,INF178L01BY0,,Kotak Corporate Bond Fund- Direct Plan- Growth Option,4091.0561,2026-05-18
133792,INF178L01BZ7,,Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option,1067.6055,2026-05-18
148755,INF769K01HD9,,Mirae Asset Corporate Bond Fund Direct Growth Plan,13.4523,2026-05-18
118807,INF204K01D63,,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus,46.6837,2026-05-18
118814,INF204K01C15,,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option,65.3879,2026-05-18
138330,INF223J01OO2,,PGIM India Corporate Bond Fund - Direct Plan - Growth,49.8421,2026-05-18
146215,INF200KA1YR4,,SBI Corporate Bond Fund - Direct Plan - Growth,16.5773,2026-05-18
119621,INF903J01NR4,,Sundaram Corporate Bond Fund Direct Plan - Growth,43.0179,2026-05-18
149361,INF277KA1224,,Tata Corporate Bond Fund-Direct Plan-Growth,13.071,2026-05-18
151320,INF0GCD01560,,TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH,1245.3623,2026-05-18
143241,INF582M01DU5,,Union Corporate Bond Fund - Direct Plan - Growth Option,16.1145,2026-05-18
144339,INF789F1A538,,UTI Corporate Bond Fund - Direct Plan - Growth Option,17.4153,2026-05-18
134388,INF209KA1L12,,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus,27.1302,2026-05-18
134387,INF209KA1K88,,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth,27.1314,2026-05-18
130314,INF846K01PJ5,,Axis Credit Risk Fund - Direct Plan - Growth,25.486,2026-05-18
140603,INF194KA1X61,,BANDHAN Credit Risk Fund-Direct Plan-Growth,18.5385,2026-05-18
133868,INF761K01DG8,,BANK OF INDIA Credit Risk  Fund - Direct Plan,14.5392,2026-05-18
133488,INF955L01FR6,,Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option,25.8482,2026-05-18
119082,INF740K01OS4,,DSP Credit Risk Fund - Direct Plan - Growth,58.7379,2026-05-18
128051,INF179KA1FZ3,,HDFC Credit Risk Debt Fund - Growth Option - Direct Plan,27.4137,2026-05-18
151045,INF917K01UH8,,HSBC Credit Risk Fund - Direct Growth,36.6975,2026-05-18
120711,INF109K01V00,,ICICI Prudential Credit Risk Fund - Direct Plan - Growth,37.365,2026-05-18
130722,INF205K01I83,,Invesco India Credit Risk Fund - Direct Plan - Growth,2281.0127,2026-05-18
119740,INF174K01MG5,,Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option,26.3745,2026-05-18
119741,INF174K01LZ7,,Kotak Credit Risk Fund - Growth - Direct,35.1147,2026-05-18
118780,INF204K01A74,,Nippon India Credit Risk Fund - Direct Plan - Growth Plan,40.98,2026-05-18
119798,INF200K01SV4,,SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH,52.0699,2026-05-18
120764,INF789F01YB6,,UTI Credit Risk Fund - Direct Plan - Growth Option,20.3,2026-05-18
122715,INF579M01266,,360 ONE Dynamic Bond Fund Direct Plan Growth,24.7127,2026-05-18
119505,INF209K01N82,,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Direct Plan,51.2763,2026-05-18
120451,INF846K01DI3,,Axis Dynamic Bond Fund - Direct Plan - Growth Option,33.6298,2026-05-18
118416,INF194K01N63,,BANDHAN Dynamic Bond Fund-Direct Plan-Growth,38.7698,2026-05-18
150180,INF251K01GW0,,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Growth Option,51.1288,2026-05-18
