scheme_code,isin_growth,isin_div_reinv,scheme_name,nav,date
120249,INF767K01DN1,,LIC MF Liquid Fund-Direct Plan-Growth,5001.4502,2026-03-31
120261,INF767K01ED0,,LIC MF Aggressive Hybrid Fund-Direct Plan-Growth,202.9834,2026-03-31
120264,INF767K01EG3,,LIC MF Flexi Cap Fund-Direct Plan-Growth,96.3199,2026-03-31
120267,INF767K01EJ7,,LIC MF Large Cap Fund-Direct Plan-Growth,55.3727,2026-03-31
120270,INF767K01EM1,,LIC MF ELSS Tax Saver-Direct Plan-Growth,149.989,2026-03-31
120276,INF767K01EO7,,LIC MF Conservative Hybrid Fund-Direct Plan-Growth,90.5879,2026-03-31
120279,INF767K01EW0,,LIC MF Medium to Long Duration Fund-Direct Plan-Growth,79.2094,2026-03-31
120282,INF767K01EZ3,,LIC MF Gilt Fund-Direct Plan-Growth,63.6554,2026-03-31
120285,INF767K01FB1,,LIC MF Children's Fund-Direct Plan-Growth,32.2389,2026-03-31
120307,INF767K01FF2,,LIC MF Nifty 50 Index Fund-Direct Plan-Growth,133.1309,2026-03-31
120308,INF767K01FJ4,,LIC MF BSE Sensex Index Fund-Direct Plan-Growth,144.4867,2026-03-31
120315,INF767K01FM8,,LIC MF Low Duration Fund-Direct Plan-Growth,44.8089,2026-03-31
120338,INF767K01GI4,,LIC MF Banking & PSU Fund-Direct Plan-Growth,38.7939,2026-03-31
120351,INF767K01GW5,,LIC MF Infrastructure Fund-Direct Plan-Growth,52.143,2026-03-31
133710,INF767K01NE9,,LIC MF Large & Mid Cap Fund-Direct Plan-Growth,39.3846,2026-03-31
134017,INF767K01NK6,,LIC MF Banking and Financial Services Fund-Direct Plan-Growth,21.6837,2026-03-31
145895,INF767K01PP0,,LIC MF Arbitrage Fund-Direct Plan-Growth,15.1386,2026-03-31
145954,INF767K01PW6,,LIC MF Short Duration Fund-Direct Plan-Growth,16.1128,2026-03-31
147515,INF767K01QI3,,LIC MF Overnight Fund-Direct Plan-Growth,1396.1699,2026-03-31
147772,INF767K01QU8,,LIC MF Ultra Short Duration Fund-Direct Plan-Growth,1411.7311,2026-03-31
148397,INF613Q01140,,IL&FS Infrastructure Debt Fund Series 2A - Growth - Direct,1903364.173,2026-03-31
148398,INF613Q01157,,IL&FS Infrastructure Debt Fund Series 2B - Growth - Direct,2458145.8233,2026-03-31
148399,INF613Q01165,,IL&FS Infrastructure Debt Fund Series 2C - Growth - Direct,2424610.7894,2026-03-31
149261,INF767K01QY0,,LIC MF Balanced Advantage Fund-Direct Plan-Growth,13.4837,2026-03-31
149264,INF0J8L01040,,NJ Balanced Advantage Fund - Direct Plan - Growth Option,13.33,2026-03-31
150367,INF0J8L01065,,NJ Arbitrage Fund - Direct Plan - Growth Option,12.8032,2026-03-31
150369,INF0J8L01081,,NJ Overnight Fund - Direct Plan - Growth Option,1246.4594,2026-03-31
150392,INF767K01RE0,,LIC MF Money Market Fund-Direct Plan-Growth,1260.0668,2026-03-31
150659,INF767K01RK7,,LIC MF Multi Cap Fund-Direct Plan-Growth,15.8647,2026-03-31
151611,INF0J8L01115,,NJ ELSS Tax Saver Scheme Direct Growth,13.11,2026-03-31
151917,INF0J8L01156,,NJ Flexi Cap Fund - Direct Plan - Growth Option,12.03,2026-03-31
151937,INF397L01AW2,,LIC MF Nifty Next 50 Index Fund-Direct Plan-Growth,49.3236,2026-03-31
151952,INF397L01AZ5,,LIC MF Equity Savings Fund-Direct Plan-Growth,30.3132,2026-03-31
151974,INF397L01BU4,,LIC MF Gold ETF Fund of Fund-Direct Plan-Growth,39.5464,2026-03-31
152002,INF397L01JK8,,LIC MF Mid Cap Fund-Direct Plan-Growth,28.2668,2026-03-31
152004,INF397L01JS1,,LIC MF Small Cap Fund-Direct Plan-Growth,29.2997,2026-03-31
152010,INF397L01KA7,,LIC MF Focused Fund-Direct Plan-Growth,20.4089,2026-03-31
152018,INF397L01KU5,,LIC MF Value Fund-Direct Plan-Growth,24.4747,2026-03-31
152024,INF397L01LK4,,LIC MF Healthcare Fund-Direct Plan-Growth,30.1125,2026-03-31
152920,INF767K01RR2,,LIC MF Manufacturing Fund-Direct Plan-Growth,9.4182,2026-03-31
153246,INF767K01RZ5,,LIC MF Multi Asset Allocation Fund-Direct Plan-Growth,11.133,2026-03-31
153948,INF767K01SD0,,LIC MF Consumption Fund-Direct Plan-Growth,8.54,2026-03-31
154244,INF767K01SJ7,,LIC MF Technology Fund-Direct Plan-Growth,9.956,2026-03-31
