scheme_code,isin_growth,isin_div_reinv,scheme_name,nav,date
119091,INF179KB1HP9,,HDFC Liquid Fund - Growth Option - Direct Plan,5530.7341,2026-07-25
119110,INF179KB1HT1,,HDFC Overnight Fund - Growth Option - Direct Plan,4057.8362,2026-07-25
119125,INF740K01QL4,,DSP Liquidity Fund - Direct Plan - Growth,4029.14,2026-07-25
119135,INF666M01451,,Groww Liquid Fund ( formerly known as Indiabulls Liquid )Fund - Direct Plan - Growth Option,2730.4904,2026-07-25
119136,,INF666M01469,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund) - Direct Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment),1002.2605,2026-07-25
119137,INF666M01527,INF666M01477,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Direct Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1002.6277,2026-07-25
119138,INF666M01501,INF666M01485,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1004.1772,2026-07-25
119139,INF666M01519,INF666M01493,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1033.1346,2026-07-25
119164,INF959L01GF1,,Navi Liquid Fund-Direct Plan-Growth Option,30.409,2026-07-25
119303,INF582M01674,,Union Liquid Fund - Direct Plan - Growth Option,2717.0894,2026-07-25
119764,,INF174K01NH1,Kotak Liquid Fund - Direct Plan - Daily Reinvestment of Income Distribution cum capital withdrawal option,1223.0164,2026-07-25
119766,INF174K01NE8,,Kotak Liquid Fund - Direct Plan - Growth,5690.9202,2026-07-25
120038,INF336L01CC8,,HSBC Liquid Fund -  Growth Direct,2806.4789,2026-07-25
120249,INF767K01DN1,,LIC MF Liquid Fund-Direct Plan-Growth,5113.7899,2026-07-25
120304,INF789F1AD46,,UTI Liquid Fund - Direct Plan - Growth Option,461.8487,2026-07-25
120406,INF192K01CM6,,JM Liquid Fund (Direct) - Growth Option,76.8332,2026-07-25
120785,INF789FB1S71,,UTI - Overnight Fund - Direct Plan - Growth Option,3747.2501,2026-07-25
138299,INF223J01NS5,,PGIM India Liquid Fund - Direct Plan - Growth,367.5898,2026-07-25
140194,INF754K01GY9,,Edelweiss Liquid Fund - Direct Plan - Bonus Option,2118.6727,2026-07-25
140196,INF754K01GM4,,Edelweiss Liquid Fund - Direct Plan - Growth Option,3641.7029,2026-07-25
143269,INF879O01068,,Parag Parikh Liquid Fund- Direct Plan- Growth,1557.3994,2026-07-25
146062,INF740KA1MC8,,DSP Overnight Fund - Direct Plan - Growth,1466.358,2026-07-25
146140,,INF174KA1BE2,Kotak Overnight Fund-Direct Plan- Daily Reinvestment of Income Distribution cum capital withdrawal option,1003.7441,2026-07-25
146141,INF174KA1BF9,,Kotak Overnight Fund -Direct Plan-Growth Option,1460.6302,2026-07-25
147003,INF582M01FA2,,Union Overnight Fund - Direct Plan - Growth Option,1441.0609,2026-07-25
147287,INF336L01OF6,,HSBC Overnight Fund - Direct Growth,1432.5683,2026-07-25
147450,INF666M01GL8,,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Growth Option,1410.0583,2026-07-25
147451,INF666M01GN4,INF666M01GO2,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1002.0345,2026-07-25
147452,INF666M01GP9,INF666M01GQ7,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1217.249,2026-07-25
147453,INF666M01GR5,INF666M01GS3,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1004.6983,2026-07-25
147458,,INF666M01GM6,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment),1001.9011,2026-07-25
147515,INF767K01QI3,,LIC MF Overnight Fund-Direct Plan-Growth,1419.0617,2026-07-25
147570,INF754K01JV9,,Edelweiss Overnight Fund - Direct Plan - Growth,1416.0732,2026-07-25
147606,INF663L01T01,,PGIM India Overnight Fund - Direct Plan - Growth Option,1410.9216,2026-07-25
147837,INF192K01MB8,,JM Overnight Fund - (Direct) - Growth,1386.7986,2026-07-25
148413,,,JM Liquid Fund - Unclaimed Brokerage I.E.F. (Direct) - Growth Plan,41.4437,2026-07-25
148414,,,JM Liquid Fund - Unclaimed Application Refund Amount I.E.F. (Direct) - Growth Plan,41.4437,2026-07-25
149826,INF192K01MK9,,JM Overnight Fund - (Direct) - Unclaimed Redemption I.E.F. - Growth Plan,1073.9936,2026-07-25
149829,INF192K01MI3,,JM Overnight Fund - (Direct) - Unclaimed Redemption - Growth Plan,1386.8189,2026-07-25
153035,INF680P01430,,Shriram Liquid Fund - Direct Plan Growth Option,1112.315,2026-07-25
153436,INF0R8F01075,,Zerodha Overnight Fund - Direct Plan - Growth Option,10.7102,2026-07-25
153585,INF174KA1WL3,INF174KA1WJ7,Kotak Liquid Fund - Direct Plan - Weekly - Reinvestment & Payout of Income Distribution cum capital withdrawal option,1008.2998,2026-07-25
154394,INF680P01497,,Shriram Overnight Fund- Direct Growth,1264.2381,2026-07-25
154413,INF2KCX01087,,Choice Overnight Fund - Growth Option - Direct Plan,100.3093,2026-07-25
