scheme_code,isin_growth,isin_div_reinv,scheme_name,nav,date
119091,INF179KB1HP9,,HDFC Liquid Fund - Growth Option - Direct Plan,5443.5551,2026-04-25
119110,INF179KB1HT1,,HDFC Overnight Fund - Growth Option - Direct Plan,4006.5859,2026-04-25
119303,INF582M01674,,Union Liquid Fund - Direct Plan - Growth Option,2673.9057,2026-04-25
119568,INF209K01VA3,,Aditya Birla Sun Life Liquid Fund - Growth - Direct Plan,447.8319,2026-04-25
119764,,INF174K01NH1,Kotak Liquid Fund - Direct Plan - Daily Reinvestment of Income Distribution cum capital withdrawal option,1223.0001,2026-04-25
119766,INF174K01NE8,,Kotak Liquid Fund - Direct Plan - Growth,5599.7176,2026-04-25
120249,INF767K01DN1,,LIC MF Liquid Fund-Direct Plan-Growth,5032.2957,2026-04-25
120304,INF789F01XQ6,,UTI-  Liquid Cash Plan - Direct Plan - Growth Option,4544.6675,2026-04-25
120537,INF205K01MF9,,Invesco India Liquid Fund - Direct Plan - Growth,3803.9735,2026-04-25
120785,INF789FB1S71,,UTI - Overnight Fund - Direct Plan - Growth Option,3699.6158,2026-04-25
140194,INF754K01GY9,,Edelweiss Liquid Fund - Direct Plan - Bonus Option,2084.5409,2026-04-25
140196,INF754K01GM4,,Edelweiss Liquid Fund - Direct Plan - Growth Option,3583.0315,2026-04-25
143269,INF879O01068,,Parag Parikh Liquid Fund- Direct Plan- Growth,1532.9692,2026-04-25
145486,INF209KB1ZH2,,ADITYA BIRLA SUN LIFE OVERNIGHT FUND-DIRECT PLAN-GROWTH,1461.7353,2026-04-25
146140,,INF174KA1BE2,Kotak Overnight Fund-Direct Plan- Daily Reinvestment of Income Distribution cum capital withdrawal option,1003.7424,2026-04-25
146141,INF174KA1BF9,,Kotak Overnight Fund -Direct Plan-Growth Option,1442.0139,2026-04-25
147003,INF582M01FA2,,Union Overnight Fund - Direct Plan - Growth Option,1422.671,2026-04-25
147515,INF767K01QI3,,LIC MF Overnight Fund-Direct Plan-Growth,1400.9923,2026-04-25
147570,INF754K01JV9,,Edelweiss Overnight Fund - Direct Plan - Growth,1398.0293,2026-04-25
147883,INF205KA1163,,Invesco India Overnight Fund - Direct Plan - Growth,1365.5188,2026-04-25
150562,INF680P01323,,Shriram Overnight Fund -  Direct Growth,12.4807,2026-04-25
153035,INF680P01430,,Shriram Liquid Fund - Direct Plan Growth Option,1094.8451,2026-04-25
153570,INF1MIY01056,,Unifi Liquid Fund- Direct Growth,1053.8941,2026-04-25
154051,INF2JJD01029,,Abakkus Liquid Fund - Direct Plan - Growth,102.0701,2026-04-25
