scheme_code,isin_growth,isin_div_reinv,scheme_name,nav,date
118364,INF194K01I60,,BANDHAN LIQUID Fund -Direct Plan-Growth,3414.1499,2026-08-15
138299,INF223J01NS5,,PGIM India Liquid Fund - Direct Plan - Growth,369.0079,2026-08-15
143269,INF879O01068,,Parag Parikh Liquid Fund- Direct Plan- Growth,1563.2645,2026-08-15
146191,INF194KB1447,,BANDHAN Overnight Fund - Direct Plan - Growth,1464.2304,2026-08-15
147606,INF663L01T01,,PGIM India Overnight Fund - Direct Plan - Growth Option,1414.9389,2026-08-15
154011,INF226401034,,Capitalmind Liquid Fund - Direct-Growth,1048.2363,2026-08-15
