scheme_code,isin_growth,isin_div_reinv,scheme_name,nav,date
119568,INF209K01VA3,,Aditya Birla Sun Life Liquid Fund - Growth - Direct Plan,448.2201,2026-05-02
119764,,INF174K01NH1,Kotak Liquid Fund - Direct Plan - Daily Reinvestment of Income Distribution cum capital withdrawal option,1223.2171,2026-05-02
119766,INF174K01NE8,,Kotak Liquid Fund - Direct Plan - Growth,5604.4394,2026-05-02
120197,INF109K01Q49,,ICICI Prudential Liquid Fund - Direct Plan - Growth,410.4965,2026-05-02
120249,INF767K01DN1,,LIC MF Liquid Fund-Direct Plan-Growth,5036.7504,2026-05-02
120304,INF789F01XQ6,,UTI-  Liquid Cash Plan - Direct Plan - Growth Option,4548.5107,2026-05-02
120537,INF205K01MF9,,Invesco India Liquid Fund - Direct Plan - Growth,3807.2474,2026-05-02
120785,INF789FB1S71,,UTI - Overnight Fund - Direct Plan - Growth Option,3703.2056,2026-05-02
138299,INF223J01NS5,,PGIM India Liquid Fund - Direct Plan - Growth,361.9593,2026-05-02
140194,INF754K01GY9,,Edelweiss Liquid Fund - Direct Plan - Bonus Option,2086.338,2026-05-02
140196,INF754K01GM4,,Edelweiss Liquid Fund - Direct Plan - Growth Option,3586.1209,2026-05-02
145486,INF209KB1ZH2,,ADITYA BIRLA SUN LIFE OVERNIGHT FUND-DIRECT PLAN-GROWTH,1463.1499,2026-05-02
145536,INF109KC11G1,,ICICI Prudential Overnight Fund - Direct Plan - Growth,1457.8366,2026-05-02
146140,,INF174KA1BE2,Kotak Overnight Fund-Direct Plan- Daily Reinvestment of Income Distribution cum capital withdrawal option,1003.894,2026-05-02
146141,INF174KA1BF9,,Kotak Overnight Fund -Direct Plan-Growth Option,1443.4165,2026-05-02
147515,INF767K01QI3,,LIC MF Overnight Fund-Direct Plan-Growth,1402.358,2026-05-02
147570,INF754K01JV9,,Edelweiss Overnight Fund - Direct Plan - Growth,1399.3878,2026-05-02
147606,INF663L01T01,,PGIM India Overnight Fund - Direct Plan - Growth Option,1394.7176,2026-05-02
147883,INF205KA1163,,Invesco India Overnight Fund - Direct Plan - Growth,1366.8458,2026-05-02
148837,INF0GCD01271,INF0GCD01289,TRUSTMF Liquid Fund-Direct Plan-Weekly Income Distribution cum Capital Withdrawal,1231.8746,2026-05-02
148839,INF0GCD01305,INF0GCD01297,TRUSTMF Liquid Fund-Direct Plan-Monthly Income Distribution cum Capital Withdrawal,1203.8383,2026-05-02
148841,INF0GCD01255,,TRUSTMF Liquid Fund-Direct Plan-Growth,1342.8278,2026-05-02
148842,,INF0GCD01263,TRUSTMF Liquid Fund-Direct Plan-Daily Income Distribution cum Capital Withdrawal,1275.0826,2026-05-02
149797,INF0GCD01453,,TRUST MF OVERNIGHT FUND-DIRECT PLAN-GROWTH,1279.1921,2026-05-02
150562,INF680P01323,,Shriram Overnight Fund -  Direct Growth,12.4928,2026-05-02
153035,INF680P01430,,Shriram Liquid Fund - Direct Plan Growth Option,1095.7245,2026-05-02
