scheme_code,isin_growth,isin_div_reinv,scheme_name,nav,date
119550,INF209K01YN0,,Aditya Birla Sun Life Banking & PSU Debt Fund- Direct Plan-Growth,403.4741,2026-07-29
120438,INF846K01CR6,,Axis Banking & PSU Debt Fund - Direct Plan - Growth Option,2890.3556,2026-07-29
152162,INF0QA701607,,Bajaj Finserv Banking and PSU Fund-Direct Plan- Growth,12.1962,2026-07-29
121279,INF194K015G8,,Bandhan Banking and PSU Fund - Direct Growth,27.0186,2026-07-29
150505,INF760K01KC4,,Canara Robeco Banking and PSU Debt Fund- Direct Plan- Growth Option,12.885,2026-07-29
124175,INF740K01ZW2,,DSP Banking & PSU Debt Fund - Direct Plan - Growth,26.3263,2026-07-29
140286,INF843K01FC8,,Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option,26.9365,2026-07-29
129008,INF090I01KR8,,Franklin India Banking & PSU Debt Fund - Direct - Growth,25.1509,2026-07-29
128629,INF179KA1IZ7,,HDFC Banking and PSU Debt Fund - Growth Option - Direct Plan,25.4725,2026-07-29
120256,INF109K010A6,,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth,36.3956,2026-07-29
120444,INF205K01KT4,,Invesco India Banking and PSU Fund - Direct Plan -  Growth Option,2576.7577,2026-07-29
148534,INF00XX01861,,ITI Banking & PSU Debt Fund - Direct Plan - Growth Option,14.1652,2026-07-29
123693,INF174K01KH7,,Kotak Banking and PSU Debt Direct - Growth,72.7191,2026-07-29
123692,INF174K01KK1,INF174K01KL9,Kotak Banking and PSU Debt Direct - Monthly Payout of Income Distribution cum capital withdrawal option,10.2689,2026-07-29
120338,INF767K01GI4,,LIC MF Banking & PSU Fund-Direct Plan-Growth,39.8877,2026-07-29
148419,INF769K01FY9,,Mirae Asset Banking and PSU Fund - Direct Plan - Growth,13.9934,2026-07-29
134547,INF204KA1U53,,Nippon India Banking and PSU  Fund- Direct Plan-Growth Plan- Growth Option,22.8787,2026-07-29
134552,INF204KA1U61,,Nippon India Banking and PSU Fund- Direct Plan-Growth Plan- Bonus Option,22.878,2026-07-29
