scheme_code,isin_growth,isin_div_reinv,scheme_name,nav,date
103734,INF082J01127,,Quantum Liquid Fund - Direct Plan Growth Option,37.0383,2026-05-24
118305,INF760K01FU6,,CANARA ROBECO LIQUID FUND - DIRECT PLAN - GROWTH OPTION,3337.3328,2026-05-24
118364,INF194K01I60,,BANDHAN LIQUID Fund -Direct Plan-Growth,3361.3988,2026-05-24
118577,INF090I01JV2,,Franklin India Liquid Fund - Super Institutional - Direct - Growth,4183.2331,2026-05-24
118701,INF204K01ZH0,,Nippon India Liquid Fund - Direct Plan Growth Plan - Growth Option,6813.8726,2026-05-24
118859,INF769K01CM1,,Mirae Asset Liquid Fund - Direct Plan - Growth,2939.0335,2026-05-24
119091,INF179KB1HP9,,HDFC Liquid Fund - Growth Option - Direct Plan,5466.1233,2026-05-24
119110,INF179KB1HT1,,HDFC Overnight Fund - Growth Option - Direct Plan,4022.5488,2026-05-24
119125,INF740K01QL4,,DSP Liquidity Fund - Direct Plan - Growth,3980.8931,2026-05-24
119135,INF666M01451,,Groww Liquid Fund ( formerly known as Indiabulls Liquid )Fund - Direct Plan - Growth Option,2698.7177,2026-05-24
119136,,INF666M01469,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund) - Direct Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment),1002.0907,2026-05-24
119137,INF666M01527,INF666M01477,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Direct Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1002.7329,2026-05-24
119138,INF666M01501,INF666M01485,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1003.8772,2026-05-24
119139,INF666M01519,INF666M01493,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1032.7048,2026-05-24
119164,INF959L01GF1,,Navi Liquid Fund-Direct Plan-Growth Option,30.094,2026-05-24
119303,INF582M01674,,Union Liquid Fund - Direct Plan - Growth Option,2685.3646,2026-05-24
119369,INF761K01785,,BANK OF INDIA Liquid Fund- Direct Plan- Growth,3205.6395,2026-05-24
